student_id,gender,age,department,course,historical_grade,previous_grade,assignment_score,quiz_score,midterm_score,attendance_percentage,lms_login_count,lms_activity_count,study_hours,performance_status
S0253,Female,18,Computer Science,ENG101,90.1,88.0,79.9,53.3,58.9,88.8,41,86,19.1,PASS
S0254,Male,21,Business,CS101,68.9,73.4,73.9,71.5,52.8,71.0,44,73,15.6,PASS
S0255,Male,28,Computer Science,PHY101,60.2,60.6,63.4,54.7,32.7,83.8,36,46,10.8,PASS
S0256,Female,29,Engineering,MATH101,52.5,56.3,59.3,48.4,29.5,70.7,39,66,5.8,FAIL
S0257,Female,27,Computer Science,CS201,72.8,82.8,87.1,40.3,45.7,85.4,43,70,14.6,PASS
S0258,Female,22,Computer Science,CS101,47.0,49.1,30.2,44.4,20.3,85.8,40,92,8.6,FAIL
S0259,Female,24,Mathematics,MATH101,94.0,100.0,68.0,71.8,57.5,84.0,47,100,14.4,PASS
S0260,Male,22,Mathematics,CS101,76.3,71.8,71.2,83.1,48.3,81.6,43,89,16.9,PASS
S0261,Female,18,Computer Science,BUS101,85.2,80.6,61.9,75.9,40.5,98.1,43,82,20.3,PASS
S0262,Female,28,Engineering,CS101,78.4,70.2,74.8,63.5,61.4,89.2,40,69,18.0,PASS
S0263,Male,24,Engineering,CS101,46.0,40.7,52.6,38.7,6.9,73.0,37,54,13.0,FAIL
S0264,Male,25,Mathematics,BUS101,62.3,69.9,76.3,68.6,47.1,93.4,31,66,11.9,PASS
S0265,Female,24,Mathematics,PHY101,100.0,100.0,80.9,75.8,76.6,87.9,58,112,16.2,PASS
S0266,Female,28,Engineering,CS201,100.0,98.7,92.1,85.6,69.5,87.7,42,79,16.9,PASS
S0267,Female,21,Business,MATH101,52.0,53.1,62.0,56.7,18.5,66.6,33,84,15.9,PASS
S0268,Female,25,Mathematics,ENG101,72.8,76.2,73.9,67.5,54.0,87.4,39,131,15.3,PASS
S0269,Male,22,Computer Science,CS201,80.2,84.1,79.1,73.7,73.4,73.7,49,84,22.6,PASS
S0270,Male,27,Engineering,CS101,92.8,93.9,93.1,66.4,53.5,100.0,58,102,22.1,PASS
S0271,Female,26,Physics,ENG101,59.9,66.8,69.2,45.8,35.9,72.3,40,81,19.4,PASS
S0272,Female,29,Business,BUS101,94.9,90.0,72.3,74.6,66.2,93.0,60,78,19.3,PASS
S0273,Female,29,Engineering,CS201,68.2,66.5,60.3,56.3,30.5,80.9,35,68,15.9,PASS
S0274,Female,27,Engineering,PHY101,95.7,100.0,76.7,69.7,39.0,93.9,47,91,15.2,PASS
S0275,Male,22,Engineering,MATH101,100.0,100.0,73.0,68.8,65.1,94.0,39,99,20.1,PASS
S0276,Male,18,Engineering,CS201,57.8,59.6,64.9,73.7,35.1,78.3,28,108,16.2,PASS
S0277,Female,29,Business,CS201,45.4,42.7,83.4,28.8,14.8,70.0,41,63,19.5,PASS
S0278,Female,26,Engineering,PHY101,96.7,100.0,74.6,84.7,62.6,91.6,47,86,17.7,PASS
S0279,Female,29,Business,ENG101,81.2,76.6,73.2,66.3,44.5,96.8,41,77,13.9,PASS
S0280,Female,22,Mathematics,BUS101,89.0,94.9,81.4,64.6,57.9,83.7,40,112,21.6,PASS
S0281,Female,23,Computer Science,PHY101,94.8,100.0,89.2,75.2,59.1,77.2,54,89,16.4,PASS
S0282,Male,21,Engineering,BUS101,45.8,42.9,50.6,38.2,29.1,80.2,30,98,10.5,FAIL
S0283,Male,23,Engineering,PHY101,59.1,72.0,47.5,52.4,35.3,80.3,28,85,19.7,PASS
S0284,Male,29,Business,CS201,86.9,81.9,86.6,70.3,31.1,99.6,46,117,16.8,PASS
S0285,Female,25,Computer Science,BUS101,44.9,43.9,67.2,57.6,8.9,78.9,38,74,14.3,PASS
S0286,Male,20,Business,ENG101,68.0,67.0,75.4,55.6,62.4,92.9,39,81,19.5,PASS
S0287,Male,22,Mathematics,ENG101,79.0,78.5,93.5,71.4,64.0,100.0,39,93,15.1,PASS
S0288,Female,19,Engineering,MATH101,77.8,84.9,55.9,62.9,43.4,80.5,44,109,16.0,PASS
S0289,Male,19,Physics,BUS101,58.1,60.3,47.3,45.1,40.0,76.4,27,83,13.3,PASS
S0290,Female,24,Physics,MATH101,80.5,76.4,73.0,42.9,28.3,95.2,49,98,17.7,PASS
S0291,Male,27,Computer Science,PHY101,99.3,99.9,70.4,66.1,41.7,90.6,53,101,16.9,PASS
S0292,Male,27,Computer Science,CS101,74.6,77.9,60.8,49.2,9.4,78.3,50,84,15.0,PASS
S0293,Female,28,Physics,ENG101,87.2,89.8,81.9,66.8,39.4,83.5,39,102,9.5,PASS
S0294,Male,27,Physics,CS201,66.6,72.7,64.8,43.8,32.2,73.8,27,87,11.8,PASS
S0295,Male,23,Computer Science,ENG101,66.1,66.6,85.7,66.7,48.2,59.7,28,87,16.4,PASS
S0296,Female,21,Computer Science,CS101,45.3,49.3,38.9,58.5,24.4,80.1,26,54,14.4,FAIL
S0297,Female,22,Computer Science,CS201,59.8,59.1,63.3,62.5,39.1,70.7,28,72,16.2,PASS
S0298,Male,18,Physics,BUS101,78.4,75.2,90.3,66.9,42.6,69.0,48,90,21.7,PASS
S0299,Female,24,Computer Science,BUS101,28.6,22.9,47.1,41.4,15.6,77.4,25,45,12.4,FAIL
S0300,Male,25,Engineering,ENG101,99.6,100.0,64.2,74.0,55.4,75.5,48,111,18.6,PASS
S0301,Male,26,Mathematics,CS201,91.8,84.2,75.9,82.0,58.2,98.8,43,78,21.1,PASS
S0302,Female,25,Computer Science,PHY101,63.6,64.9,45.9,34.5,5.3,85.8,38,70,11.0,PASS
S0303,Female,22,Business,CS201,85.1,87.1,69.0,58.5,51.0,90.0,51,98,15.0,PASS
S0304,Female,20,Computer Science,MATH101,64.9,60.0,39.0,51.4,37.1,67.7,52,62,15.5,PASS
S0305,Female,27,Mathematics,CS101,53.8,58.3,66.0,49.5,52.3,57.9,43,87,10.2,FAIL
S0306,Female,28,Computer Science,BUS101,45.1,38.4,57.3,45.7,29.8,66.3,34,54,6.6,PASS
S0307,Male,26,Business,ENG101,54.2,51.3,40.0,35.8,51.6,50.9,34,83,14.2,FAIL
S0308,Male,23,Business,CS201,70.5,75.3,72.2,69.6,32.8,57.8,51,78,18.5,PASS
S0309,Female,22,Computer Science,BUS101,72.0,65.5,72.8,59.7,34.2,90.2,34,88,19.1,PASS
S0310,Male,20,Computer Science,ENG101,83.3,87.3,71.9,75.2,70.1,100.0,45,88,21.8,PASS
S0311,Male,23,Engineering,BUS101,23.9,29.5,47.7,44.3,11.5,68.4,18,51,11.4,FAIL
S0312,Male,20,Computer Science,ENG101,58.4,63.8,70.7,55.6,25.4,77.9,47,44,12.2,PASS
S0313,Male,27,Mathematics,BUS101,47.1,49.0,55.7,72.1,28.5,68.1,45,55,11.8,PASS
S0314,Female,29,Mathematics,PHY101,69.4,65.2,63.4,73.1,44.0,89.8,30,59,14.4,PASS
S0315,Female,23,Engineering,MATH101,66.9,62.0,53.0,55.0,55.0,64.6,29,74,14.7,PASS
S0316,Female,21,Business,CS101,70.5,68.0,50.8,79.9,32.7,83.1,37,95,17.0,PASS
S0317,Male,19,Business,BUS101,77.2,61.9,57.4,68.8,55.2,100.0,48,113,15.3,PASS
S0318,Male,25,Mathematics,CS101,78.8,79.0,52.5,70.7,68.3,85.3,37,106,14.5,PASS
S0319,Male,21,Engineering,BUS101,61.2,60.6,73.5,34.1,50.1,75.4,32,93,14.3,PASS
S0320,Male,26,Computer Science,CS201,72.3,72.7,50.6,67.5,65.1,97.0,47,110,21.6,PASS
S0321,Female,24,Computer Science,MATH101,79.6,78.4,72.0,68.8,47.9,100.0,46,107,20.0,PASS
S0322,Female,29,Engineering,PHY101,80.4,81.2,68.2,51.0,55.5,99.1,43,118,13.8,PASS
S0323,Female,19,Engineering,MATH101,50.9,51.3,48.5,34.2,21.3,74.4,36,79,10.5,PASS
S0324,Male,21,Engineering,CS101,49.9,42.6,65.1,49.8,59.5,83.4,37,83,15.3,PASS
S0325,Female,22,Computer Science,CS201,71.1,72.4,68.0,65.7,53.4,96.5,48,66,16.1,PASS
S0326,Female,20,Business,ENG101,63.2,63.1,68.2,60.5,40.7,74.0,46,61,12.0,PASS
S0327,Female,26,Computer Science,MATH101,85.7,77.1,94.3,61.7,50.8,76.9,41,104,20.7,PASS
S0328,Female,22,Computer Science,PHY101,54.2,58.7,50.7,48.5,6.9,80.5,35,60,12.3,FAIL
S0329,Male,19,Engineering,CS201,43.8,42.4,50.3,33.1,0.3,63.0,28,73,12.0,FAIL
S0330,Male,28,Computer Science,CS201,56.6,59.8,63.9,75.0,20.8,65.0,40,105,12.2,PASS
S0331,Male,20,Business,CS101,58.8,58.6,44.3,43.2,28.8,72.1,30,79,10.0,PASS
S0332,Female,26,Engineering,PHY101,66.4,57.5,60.5,39.2,47.6,71.5,31,91,13.1,PASS
S0333,Male,24,Engineering,CS201,67.9,69.1,90.3,70.9,50.4,70.6,37,80,16.5,PASS
S0334,Male,19,Engineering,CS201,86.3,88.8,57.2,76.5,51.8,87.4,29,108,16.4,PASS
S0335,Male,26,Computer Science,ENG101,77.0,82.8,68.7,67.5,50.1,85.9,14,99,14.6,PASS
S0336,Male,21,Computer Science,CS101,90.0,94.6,91.3,58.2,51.8,73.2,50,106,14.7,PASS
S0337,Female,26,Mathematics,CS101,84.7,90.7,71.4,49.9,64.0,89.3,49,104,17.9,PASS
S0338,Female,19,Engineering,PHY101,84.8,88.5,60.2,61.5,42.1,87.3,37,85,18.0,PASS
S0339,Male,29,Engineering,CS201,43.6,41.1,46.1,49.3,22.4,62.9,32,111,8.8,PASS
S0340,Male,27,Computer Science,ENG101,66.3,63.9,55.4,44.2,42.1,80.2,51,80,15.1,PASS
S0341,Male,29,Engineering,BUS101,96.0,100.0,87.0,83.7,48.3,91.5,47,94,19.7,PASS
S0342,Male,21,Business,MATH101,81.4,79.5,64.2,44.3,30.9,88.1,54,78,17.9,PASS
S0343,Male,22,Business,CS101,100.0,100.0,91.2,82.6,64.3,98.9,44,100,20.5,PASS
S0344,Male,19,Business,ENG101,53.8,62.3,59.1,31.8,59.3,84.3,37,80,11.0,PASS
S0345,Male,27,Computer Science,PHY101,100.0,96.9,84.6,71.7,61.4,90.4,53,97,20.7,PASS
S0346,Female,18,Computer Science,ENG101,72.2,75.8,46.5,39.0,52.3,72.7,37,106,15.7,PASS
S0347,Female,24,Mathematics,CS201,39.4,35.4,79.2,62.6,19.6,67.1,29,74,11.4,FAIL
S0348,Male,27,Physics,MATH101,45.9,48.9,48.2,57.0,32.4,75.9,32,87,14.1,PASS
S0349,Male,18,Computer Science,CS101,85.5,93.6,65.2,96.0,34.4,98.6,39,64,20.5,PASS
S0350,Female,28,Engineering,BUS101,60.2,66.9,50.0,48.2,23.1,55.1,39,76,15.7,FAIL
S0351,Male,28,Computer Science,CS201,61.1,59.2,48.1,49.3,44.0,79.4,47,89,15.3,PASS
S0352,Female,25,Computer Science,CS101,75.7,83.6,73.5,47.1,42.6,81.2,52,73,20.0,PASS
S0353,Female,20,Engineering,PHY101,37.0,35.9,40.5,49.3,2.2,73.9,46,55,8.1,FAIL
S0354,Male,27,Computer Science,CS101,68.8,80.3,61.1,90.7,36.3,66.9,37,84,12.0,PASS
S0355,Male,23,Business,ENG101,94.7,94.8,80.6,89.3,67.9,97.5,44,97,22.9,PASS
S0356,Female,24,Engineering,MATH101,77.1,80.4,58.2,66.9,38.8,82.9,48,80,19.9,PASS
S0357,Male,27,Computer Science,BUS101,63.2,66.4,60.2,54.3,10.7,76.3,50,78,17.0,PASS
S0358,Female,18,Computer Science,MATH101,59.6,54.1,60.6,35.6,56.9,81.9,46,94,13.1,PASS
S0359,Female,23,Mathematics,ENG101,85.0,91.9,62.6,73.9,52.4,88.8,50,87,22.6,PASS
S0360,Female,24,Computer Science,BUS101,54.3,55.4,64.1,46.3,52.1,76.6,30,58,10.7,PASS
S0361,Male,23,Business,BUS101,90.6,87.9,86.4,50.3,58.6,81.7,41,95,16.8,PASS
S0362,Female,21,Engineering,CS201,60.2,56.4,58.7,52.4,28.3,75.9,42,73,10.5,PASS
S0363,Male,18,Business,BUS101,54.2,51.2,50.2,40.4,36.8,76.5,39,92,11.5,FAIL
S0364,Female,28,Engineering,CS101,82.7,82.3,69.6,60.7,53.4,100.0,43,115,17.6,PASS
S0365,Female,26,Computer Science,MATH101,83.9,78.6,71.9,61.2,72.4,86.3,49,76,16.1,PASS
S0366,Male,21,Computer Science,PHY101,38.7,34.6,38.1,18.4,38.6,78.3,32,76,12.5,FAIL
S0367,Female,24,Computer Science,PHY101,61.1,52.5,50.5,53.5,44.9,87.0,44,47,15.2,PASS
S0368,Female,24,Engineering,MATH101,90.5,86.5,82.0,73.3,58.9,87.4,43,106,20.4,PASS
S0369,Male,19,Business,CS201,76.8,83.6,65.7,46.5,47.0,96.7,32,94,19.8,PASS
S0370,Male,18,Computer Science,BUS101,53.0,59.0,58.8,70.4,24.8,59.1,26,78,16.5,PASS
S0371,Male,25,Computer Science,ENG101,72.8,74.2,58.3,50.6,56.6,85.0,36,86,16.1,PASS
S0372,Male,25,Engineering,CS101,81.6,92.2,75.5,48.2,43.9,95.6,40,76,17.8,PASS
S0373,Male,24,Business,CS201,53.2,59.3,45.3,68.0,29.0,81.1,36,64,11.1,PASS
S0374,Female,25,Physics,BUS101,62.0,64.2,47.0,59.9,38.0,60.7,32,67,20.5,FAIL
S0375,Male,20,Business,PHY101,77.5,80.3,65.5,74.6,39.0,86.2,34,93,12.8,PASS
S0376,Male,28,Engineering,ENG101,58.4,58.8,66.0,69.6,29.7,77.1,25,57,10.9,PASS
S0377,Female,19,Business,BUS101,68.3,62.0,53.9,33.2,41.0,81.2,42,60,13.8,PASS
S0378,Male,24,Physics,CS201,52.2,50.9,53.2,75.8,30.4,72.5,35,98,5.5,FAIL
S0379,Female,25,Mathematics,ENG101,67.2,54.2,55.6,32.7,57.8,88.6,42,86,14.4,PASS
S0380,Male,18,Engineering,ENG101,89.6,84.2,50.5,50.6,35.4,85.5,43,72,18.6,PASS
S0381,Male,29,Computer Science,ENG101,49.2,56.1,44.0,34.5,36.3,87.6,49,89,10.2,PASS
S0382,Female,27,Computer Science,ENG101,45.5,45.9,53.4,61.2,21.5,75.2,24,60,12.1,PASS
S0383,Female,26,Engineering,BUS101,61.4,56.1,38.8,57.5,32.7,72.5,39,71,10.0,FAIL
S0384,Female,28,Business,ENG101,96.3,98.9,73.3,77.3,29.3,100.0,31,98,16.5,PASS
S0385,Female,21,Engineering,BUS101,58.9,61.9,45.6,28.0,26.4,69.8,41,59,15.5,PASS
S0386,Female,29,Computer Science,ENG101,68.9,76.6,53.4,57.6,47.6,77.3,34,93,16.8,PASS
S0387,Male,21,Business,ENG101,55.7,64.6,66.8,81.3,25.1,80.0,26,69,13.9,PASS
S0388,Male,20,Mathematics,CS201,65.1,69.0,65.8,71.9,33.4,64.7,43,45,16.9,PASS
S0389,Female,23,Computer Science,BUS101,64.5,56.9,72.7,54.8,35.0,81.3,30,88,14.5,PASS
S0390,Female,18,Business,PHY101,46.0,57.4,50.5,65.7,30.0,67.9,27,93,13.6,PASS
S0391,Female,23,Engineering,BUS101,49.3,56.0,67.0,51.4,49.5,97.4,43,93,10.9,PASS
S0392,Male,19,Mathematics,MATH101,66.1,70.3,73.0,57.8,38.8,77.4,41,64,11.4,PASS
S0393,Male,26,Mathematics,PHY101,80.2,80.1,63.6,54.5,82.8,74.0,41,97,17.2,PASS
S0394,Female,19,Engineering,CS201,53.8,46.1,48.5,54.1,63.3,79.6,37,70,16.0,PASS
S0395,Male,24,Business,BUS101,100.0,97.2,65.3,68.9,79.7,91.1,47,104,19.5,PASS
S0396,Female,29,Mathematics,CS201,53.0,52.7,52.2,55.6,44.0,84.0,41,56,10.9,PASS
S0397,Female,18,Engineering,PHY101,37.6,35.6,52.5,9.9,26.7,62.7,30,59,12.0,FAIL
S0398,Male,29,Engineering,CS201,84.1,89.6,86.9,74.0,68.7,100.0,38,76,13.1,PASS
S0399,Female,24,Mathematics,CS201,63.4,63.0,42.9,46.3,63.4,82.7,27,54,16.2,PASS
S0400,Female,22,Computer Science,CS101,73.3,69.4,68.5,76.8,45.3,74.7,51,70,12.3,PASS
S0401,Male,25,Engineering,BUS101,100.0,100.0,86.7,64.0,63.2,91.2,39,101,21.0,PASS
S0402,Female,21,Mathematics,CS201,57.9,53.7,60.5,40.8,44.0,83.8,43,59,17.2,PASS
S0403,Male,29,Business,CS101,76.2,68.0,67.0,48.6,44.5,87.8,36,88,13.4,PASS
S0404,Female,27,Engineering,CS101,96.3,98.8,77.9,81.7,75.5,76.8,44,108,24.7,PASS
S0405,Male,24,Computer Science,ENG101,61.4,61.0,64.1,56.9,22.0,59.1,48,98,17.1,PASS
S0406,Female,23,Engineering,ENG101,91.5,92.2,80.1,61.4,59.0,73.8,42,122,20.7,PASS
S0407,Male,22,Computer Science,PHY101,54.3,61.1,40.8,34.8,18.3,78.5,34,88,11.9,FAIL
S0408,Male,21,Computer Science,BUS101,66.1,67.4,72.2,68.6,39.2,83.6,49,65,18.0,PASS
S0409,Female,24,Business,ENG101,77.8,80.6,60.6,73.8,37.8,56.7,48,97,16.9,PASS
S0410,Male,29,Computer Science,PHY101,90.2,90.3,51.7,72.3,53.4,89.9,52,109,19.4,PASS
S0411,Male,22,Engineering,BUS101,52.3,56.3,56.0,64.1,11.2,68.3,29,62,17.8,PASS
S0412,Female,22,Engineering,PHY101,66.8,56.2,47.5,50.7,47.3,67.9,33,100,15.9,PASS
S0413,Female,18,Physics,CS101,61.2,57.3,58.5,38.5,32.1,72.1,43,72,14.7,PASS
S0414,Female,19,Engineering,CS101,54.2,52.3,60.1,46.0,45.3,76.8,36,78,13.2,PASS
S0415,Female,22,Computer Science,BUS101,62.6,60.2,62.0,65.4,36.9,77.9,38,98,12.3,PASS
S0416,Male,20,Computer Science,PHY101,62.8,58.9,71.6,52.8,47.8,56.5,29,74,15.8,PASS
S0417,Male,19,Business,PHY101,65.0,64.6,57.2,54.8,33.4,94.0,34,78,14.2,PASS
S0418,Male,21,Business,ENG101,80.0,79.3,57.8,84.5,57.6,90.5,30,104,21.1,PASS
S0419,Female,21,Engineering,ENG101,61.6,61.2,62.9,74.5,62.3,80.0,39,88,18.0,PASS
S0420,Female,21,Engineering,BUS101,59.1,60.1,61.4,58.2,26.3,60.6,41,47,12.8,FAIL
S0421,Female,21,Computer Science,MATH101,45.1,47.6,30.5,58.3,36.8,65.3,41,50,11.4,PASS
S0422,Female,20,Engineering,ENG101,55.2,51.4,65.5,38.7,18.2,75.9,25,74,9.8,FAIL
S0423,Male,29,Engineering,CS201,73.9,71.2,47.7,65.8,42.7,89.9,48,82,9.3,PASS
S0424,Male,24,Computer Science,ENG101,69.9,74.5,71.8,64.2,19.8,91.8,40,73,16.9,PASS
S0425,Male,26,Computer Science,MATH101,72.9,68.2,69.1,66.8,51.7,100.0,50,118,14.4,PASS
S0426,Female,29,Computer Science,PHY101,46.3,42.2,62.1,31.6,20.7,75.4,19,89,13.9,FAIL
S0427,Male,22,Computer Science,CS101,94.1,90.2,67.8,45.7,65.4,81.7,60,59,16.5,PASS
S0428,Female,21,Business,CS101,76.9,75.9,46.2,54.5,49.8,90.6,41,105,15.8,PASS
S0429,Male,28,Computer Science,PHY101,96.3,100.0,83.7,58.0,54.9,79.0,50,83,19.1,PASS
S0430,Male,19,Computer Science,CS101,53.2,55.8,50.4,33.7,41.2,79.5,29,75,12.6,PASS
S0431,Male,19,Computer Science,ENG101,64.8,60.4,74.1,89.7,51.6,100.0,32,59,9.1,PASS
S0432,Female,22,Physics,CS101,97.6,100.0,72.1,85.1,53.6,86.2,53,117,22.1,PASS
S0433,Female,24,Mathematics,MATH101,65.0,61.5,68.5,61.2,52.2,73.2,37,86,14.4,PASS
S0434,Male,27,Computer Science,MATH101,70.5,62.4,63.0,56.3,39.6,67.3,54,106,11.8,PASS
S0435,Male,27,Engineering,ENG101,55.2,64.3,47.9,56.8,0.2,78.0,34,82,16.9,FAIL
S0436,Female,26,Computer Science,PHY101,87.5,83.3,77.6,65.6,55.1,71.3,53,87,21.9,PASS
S0437,Male,24,Engineering,CS201,48.1,47.6,31.7,48.4,21.1,63.4,33,62,12.7,FAIL
S0438,Female,22,Computer Science,ENG101,67.1,66.5,66.6,68.0,35.7,66.7,17,59,14.8,PASS
S0439,Female,27,Business,CS101,43.5,46.4,56.7,48.5,1.9,83.6,30,67,10.7,FAIL
S0440,Male,27,Engineering,ENG101,50.1,40.9,43.0,69.3,33.7,73.4,41,78,9.4,FAIL
S0441,Male,27,Mathematics,MATH101,88.7,87.2,66.3,61.5,44.9,100.0,48,62,18.0,PASS
S0442,Female,23,Computer Science,ENG101,53.8,51.9,71.1,44.1,26.0,78.3,32,89,7.1,PASS
S0443,Male,28,Mathematics,ENG101,80.6,87.7,69.8,65.5,61.1,79.7,46,92,20.3,PASS
S0444,Male,29,Mathematics,CS201,72.2,69.5,43.3,45.3,18.0,87.8,52,81,13.6,PASS
S0445,Female,20,Computer Science,MATH101,86.9,85.3,67.3,65.2,56.6,92.5,55,77,13.4,PASS
S0446,Female,22,Engineering,BUS101,90.2,94.0,77.6,72.7,58.8,99.0,35,77,14.9,PASS
S0447,Female,25,Computer Science,BUS101,94.1,96.7,74.9,68.0,59.3,79.4,48,95,18.9,PASS
S0448,Female,18,Computer Science,MATH101,66.0,62.4,62.3,44.7,52.9,80.0,41,81,16.1,PASS
S0449,Male,29,Computer Science,BUS101,79.7,81.9,66.3,59.8,58.5,72.3,35,58,15.8,PASS
S0450,Male,18,Business,CS101,80.3,76.6,52.3,59.0,49.8,86.5,38,124,15.2,PASS
S0451,Female,24,Engineering,BUS101,74.8,78.8,63.6,55.3,35.8,55.5,35,72,13.4,PASS
S0452,Female,22,Physics,CS101,91.3,90.5,96.8,88.7,49.4,77.5,40,113,21.4,PASS
S0453,Male,22,Computer Science,MATH101,48.4,42.2,66.5,31.1,28.8,66.9,22,67,14.0,FAIL
S0454,Female,18,Physics,BUS101,90.2,79.5,59.4,63.2,26.1,86.9,46,103,19.3,PASS
S0455,Male,26,Computer Science,BUS101,75.3,73.4,63.5,52.0,39.2,92.9,48,83,12.7,PASS
S0456,Male,18,Mathematics,PHY101,64.5,60.6,82.6,53.9,53.0,61.9,34,76,13.2,PASS
S0457,Male,22,Engineering,CS101,97.3,96.1,94.9,50.5,53.7,97.7,60,100,18.1,PASS
S0458,Male,27,Computer Science,CS101,60.0,59.8,45.4,61.5,45.7,81.4,48,72,19.1,PASS
S0459,Male,26,Mathematics,ENG101,94.2,84.6,72.6,65.2,67.0,92.4,46,114,19.4,PASS
S0460,Male,21,Engineering,CS201,41.1,37.5,54.9,61.1,39.2,69.6,30,49,9.5,FAIL
S0461,Male,25,Business,BUS101,100.0,99.4,90.0,75.0,56.2,97.2,60,97,25.3,PASS
S0462,Female,23,Business,PHY101,65.3,65.8,52.7,60.4,36.1,77.7,34,71,17.1,PASS
S0463,Female,28,Engineering,CS201,62.7,66.7,69.3,57.3,41.3,69.9,41,91,16.8,PASS
S0464,Female,20,Engineering,PHY101,37.2,42.0,53.6,71.5,12.8,69.2,39,35,14.5,FAIL
S0465,Female,21,Business,CS201,67.0,65.8,58.6,47.6,31.8,81.2,36,101,18.0,PASS
S0466,Male,19,Computer Science,BUS101,54.3,53.5,78.2,56.6,44.6,65.9,36,61,11.7,PASS
S0467,Male,18,Business,PHY101,100.0,97.6,76.9,80.3,51.7,65.7,40,108,19.5,PASS
S0468,Female,25,Mathematics,CS101,76.2,79.5,69.3,41.2,51.8,89.5,34,55,17.6,PASS
S0469,Male,18,Computer Science,ENG101,55.5,53.6,59.8,53.3,38.1,69.1,49,69,13.7,FAIL
S0470,Female,28,Computer Science,PHY101,53.4,48.6,61.1,34.9,31.9,50.5,39,69,7.6,PASS
S0471,Male,18,Business,MATH101,44.5,36.2,60.2,45.6,29.9,74.5,39,73,7.5,FAIL
S0472,Female,21,Engineering,BUS101,85.3,80.5,69.8,55.8,59.3,84.0,49,100,17.7,PASS
S0473,Male,27,Engineering,BUS101,86.6,85.3,81.7,77.1,69.2,72.4,47,125,12.7,PASS
S0474,Female,29,Computer Science,MATH101,62.3,67.2,83.9,44.2,26.1,72.1,34,72,10.4,PASS
S0475,Female,27,Engineering,CS201,100.0,100.0,99.1,81.7,48.3,99.7,60,109,18.5,PASS
S0476,Female,23,Computer Science,ENG101,65.8,66.4,58.2,40.4,38.3,64.0,29,75,15.1,PASS
S0477,Male,26,Engineering,CS201,91.1,91.1,70.2,76.7,58.9,81.8,38,100,20.5,PASS
S0478,Female,18,Mathematics,MATH101,83.2,89.6,77.0,64.7,53.3,89.3,40,67,20.2,PASS
S0479,Female,24,Computer Science,MATH101,46.6,49.1,53.2,52.0,48.6,58.7,37,76,12.9,PASS
S0480,Female,27,Engineering,ENG101,78.4,78.4,65.8,63.5,35.6,100.0,45,74,19.7,PASS
S0481,Female,28,Physics,MATH101,61.9,58.9,62.0,70.0,17.3,87.2,32,54,12.0,PASS
S0482,Female,22,Business,MATH101,43.8,37.5,70.1,36.6,32.4,90.2,30,70,8.6,PASS
S0483,Male,29,Mathematics,PHY101,79.7,87.9,71.9,62.7,50.5,83.7,40,91,16.4,PASS
S0484,Female,25,Engineering,ENG101,88.1,92.1,79.2,65.8,51.2,100.0,48,89,20.2,PASS
S0485,Female,24,Mathematics,BUS101,56.9,55.9,40.4,68.7,43.8,78.4,33,84,16.0,PASS
S0486,Female,21,Computer Science,CS201,52.6,61.5,54.2,53.0,11.9,72.9,49,103,16.6,PASS
S0487,Male,21,Computer Science,BUS101,61.1,61.0,51.1,39.3,15.9,67.0,36,66,15.8,FAIL
S0488,Male,23,Computer Science,BUS101,66.2,62.1,58.6,37.1,15.7,82.5,38,95,20.8,PASS
S0489,Female,23,Engineering,PHY101,57.1,63.2,76.7,52.7,25.7,70.4,43,67,15.9,PASS
S0490,Female,26,Mathematics,CS201,86.0,79.6,85.2,67.5,66.2,78.7,50,98,17.7,PASS
S0491,Male,29,Engineering,BUS101,73.5,71.5,71.6,61.2,26.3,83.4,51,85,19.0,PASS
S0492,Female,22,Business,ENG101,64.4,58.4,60.4,57.4,39.1,96.8,47,105,19.3,PASS
S0493,Male,25,Business,CS201,57.7,53.7,72.5,65.4,38.3,90.5,35,78,9.4,PASS
S0494,Male,22,Business,CS101,38.5,39.5,27.8,27.8,41.7,79.7,41,69,9.5,FAIL
S0495,Male,19,Engineering,PHY101,50.3,52.0,24.1,3.6,19.8,74.6,32,91,9.5,FAIL
S0496,Male,23,Business,BUS101,57.3,51.8,57.7,46.2,23.5,78.0,28,86,13.2,PASS
S0497,Female,26,Engineering,MATH101,74.9,83.9,83.9,73.1,57.3,97.1,42,97,14.6,PASS
S0498,Male,20,Computer Science,CS201,70.1,59.7,47.9,55.2,29.2,86.1,44,104,17.1,PASS
S0499,Female,18,Physics,CS101,65.6,66.3,75.6,90.1,53.9,53.0,41,86,18.7,PASS
S0500,Female,18,Computer Science,MATH101,57.6,58.4,31.8,43.3,38.9,100.0,41,101,17.4,PASS
S0501,Female,20,Computer Science,CS101,63.3,64.6,55.9,49.1,16.8,78.7,33,59,17.1,PASS
S0502,Female,27,Mathematics,BUS101,39.7,44.0,26.9,49.1,31.6,72.4,37,67,11.9,FAIL
S0503,Male,22,Engineering,MATH101,80.0,64.8,67.0,79.2,53.4,86.0,55,89,14.3,PASS
S0504,Female,20,Business,BUS101,44.3,40.4,46.6,45.7,23.7,73.9,27,60,15.2,FAIL
S0505,Female,26,Engineering,MATH101,51.8,52.5,60.1,66.6,23.5,73.5,43,86,16.7,PASS
